Cbc News,Canadian pharmacies are limiting how much medication can be dispensed to try to prevent shortages,2020-03-27 08:00:00,recognizing that most active ingredients for drugs come from India and China and medical supply chains have been disrupted by the spread of COVID-19.,Coronavirus a wake-up call for Canadas prescription drug supply,Canadian pharmacies are limiting how much medication can be dispensed to try to prevent shortages
The Canadian Press,Quebecs public health director is urging members of the public not to give in to fear and misinformation as the province remains officially free of the new coronavirus.,2020-01-30 22:51:00,Quebecs public health director is urging the public not to give in to fear and misinformation as the province remains officially free of the new coronavirus. Horacio Arruda says there are no confirmed cases of the virus in Quebec,Fear is a bad epidemic: Quebec health official urges calm as no coronavirus cases detected,and the chances of it being transmitted to the community are considered low. However
The Associated Press,Health authorities in the central Chinese city of Wuhan are reporting the first death from a new type of coronavirus.,2020-01-11 03:57:00,Health authorities in a central Chinese city on Saturday reported the countrys first death from a new type of coronavirus,China reports 1st death from new type of coronavirus,as the government braced for the Lunar New Year travel boom amid concerns over a possible outbreak similar to that of the SARS virus in the early 2000s. The Wuhan Municipal Health Commission said seven other people were in critical condition among a total of 41 who were suffering from pneumonia caused by a preliminarily determined new type of coronavirus as of Friday. That was down from the earlier figure of 59. The others were in stable condition and at least two had been released from a hospital. The patient who died was identified as a 61-year-old man who had been hospitalized after suffering shortness of breath and severe pneumonia. The commission said the man
Cbc News,Its important for the public to stay informed about the novel strain of coronavirus,2020-01-27 18:44:00,says Dr. Penny Sutcliffe,Im more concerned about fear than about the virus says Medical Officer of Health,medical officer of health for Public Health Sudbury & Districts. Shes more concerned about fear than she is about the virus itself.
Cbc News,2020-01-30 19:20:00,despite assurances there is low risk of new coronavirus,Many P.E.I. pharmacies are having a hard time keeping face masks in stock,Masks flying off P.E.I. shelves,despite assurances from P.E.I.s chief public health officer that theres very little risk of contracting the new coronavirus on P.E.I.
"",2020-01-25 03:14:00,but call risk to B.C. of coronavirus spread low,B.C. public health officials are asking people to stay alert but say the risk of a new coronavirus is low for British Columbians.,Health officials ask public to stay alert,B.C. public health officials are asking people to stay alert but say the risk of a new coronavirus is low for British Columbians. Nevertheless
Cbc News,2020-01-22 22:11:00,says top health official,While there have not been any suspected cases of the virus in Nova Scotia,Nova Scotians dont need to be overly concerned with coronavirus,the Nova Scotias chief medical officer says health professionals are watching out for people with symptoms who may have been to the Wuhan in China.
Shaina Luck Covers Everything Court To City Council. Her Favourite Stories Are About Ordinary People In Extraordinary Circumstances. Email,answered,March 25 FAQ: Your questions on COVID-19 in Nova Scotia,2020-03-25 20:25:00,Shaina.Luck Cbc.Ca,What does self-isolation mean? Can people who are self-isolating go out? Who is an essential worker? What is the province doing to search for community spread?
Video Journalist,Fredericton,Saint John,Toronto,Colin Butler Is A Veteran Cbc Reporter WhoS Worked In Moncton,Kitchener-Waterloo
Cbc News,2020-03-26 18:28:00,local taxis continuing service,An employee who supports the St. Johns Go Bus para-transit service has tested positive for the coronavirus,GoBus employee contracts COVID-19,prompting 54 other employees to self-isolate for 14 days.
Cbc News,The head of the World Health Organization urged the world not to squander the opportunity to suppress and control the coronavirus now as lawmakers in both Canada and the United States took steps to get money flowing to people affected by the economic turmoil caused by the COVID-19 pandemic.,2020-03-25 11:32:00,The latest:  Health minister says all travellers returning to Canada will have to enter mandatory 14-day quarantine,Coronavirus: Whats happening in Canada and around the world March 25,with some exceptions for essential workers. House of Commons passes legislation for COVID-19 aid after night of tense talks. U.S. Senate passes 2 trillion coronavirus relief package. Impact of COVID-19 spreads across U.S.
Producer,Broadcast. He Has Covered Stories At City Hall,Scott Anderson Is A Producer At The Fifth Estate. He Has Been An Investigative Journalist In Both Print,Across The Country,The Fifth Estate,Around The World.
Cbc News,2020-01-24 12:00:00,but cautions against panic,The Medical Officer of Health for Public Health Sudbury and Districts says the agency is better equipped now to handle a case of coronavirus than it was when Severe Acute Respiratory Syndrome (SARS) was detected in Canada in 2003.,Sudbury doctor says coronavirus is on her radar,The Medical Officer of Health for Public Health Sudbury and Districts says the agency is better equipped now to handle a case of coronavirus than it was when Severe Acute Respiratory Syndrome (SARS) was detected in Canada in 2003. Dr. Penny Sutcliffe said there are concerns about cases of coronavirus in China and a case in the United States but it has not been detected
Cbc News,A Winnipeg entrepreneur flying to his hometown in China is now stranded in Vancouver,2020-01-23 11:00:00,after China imposed a travel ban to reduce spreading coronavirus to other parts of the world.,Coronavirus concerns prompt Winnipegger originally from Wuhan to cancel trip home for Lunar New Year,A Winnipeg entrepreneur wont be home in China for the Lunar New Year
Cbc News,CBC News Networks Sunday Scrum panel is your destination for frank discussion and analysis of the weeks big Canadian political stories. This week: Our panellists discuss the federal governments handling of the coronavirus outbreak,2019-12-22 18:36:00,social issues and the Conservative leadership race,Sunday Scrum: Repatriating Canadians from China amid coronavirus outbreak,and more.
"",Any hope of G7 foreign ministers releasing a joint statement on the fight against COVID-19 was killed today after the U.S. insisted the document refer to it as the “Wuhan virus.,2020-03-25 23:41:00,Any hope of G7 foreign ministers releasing a joint statement on the fight against COVID-19 was killed today after the U.S. insisted the document refer to it as the Wuhan virus. As originally reported by Der Spiegel,G7 ministers spike joint statement on COVID-19 after U.S. demands it be called Wuhan virus,and according to sources with knowledge of the situation
Angela Gemmill Is A Cbc Journalist Who Has Covered News In Sudbury,Angelagemmill. Send Story Ideas To Angela.Gemmill Cbc.Ca,For Years. Connect With Her On Twitter,All calls to 911 screened to protect Sudbury first responders from exposure to COVID-19,Ont.,2020-03-26 08:00:00
